StationID,StationName,ExitID,ExitName,PositionLon,PositionLat,Stair,Escalator,Elevator
R18,明德,2,明德站出口2,121.518728,25.110008,True,0,False
R18,明德,3,明德站出口3,121.518538,25.109964,True,0,False
R19,石牌,1,石牌站出口1,121.515171,25.115007,True,0,True
R19,石牌,2,石牌站出口2,121.516205,25.113602,True,0,True
R20,唭哩岸,1,唭哩岸站出口1,121.506987,25.120673,True,0,True
R20,唭哩岸,2,唭哩岸站出口2,121.50589,25.120854,True,0,True
R21,奇岩,0,奇岩站出口,121.50096,25.126169,True,0,True
R22,北投,1,北投站出口1,121.498119,25.132327,True,0,False
R22,北投,2,北投站出口2,121.499194,25.131025,True,0,False
R23,復興崗,1,復興崗站出口1,121.485373,25.137665,True,0,True
R23,復興崗,2,復興崗站出口2,121.485159,25.137325,True,0,True
R24,忠義,1,忠義站出口1,121.473169,25.131056,True,0,True
R24,忠義,2,忠義站出口2,121.473657,25.130905,True,0,True
R25,關渡,1,關渡站出口1,121.467215,25.125431,True,0,True
R25,關渡,2,關渡站出口2,121.466861,25.12547,True,0,True
R26,竹圍,1,竹圍站出口1,121.459726,25.136971,True,0,True
R26,竹圍,2,竹圍站出口2,121.459383,25.136854,True,0,False
R27,紅樹林,1,紅樹林站出口1,121.459039,25.154137,True,0,True
R27,紅樹林,2,紅樹林站出口2,121.458583,25.153831,True,0,True
R28,淡水,1,淡水站出口1,121.445355,25.168084,True,0,True
R28,淡水,2,淡水站出口2,121.445988,25.167577,True,0,False
R28,淡水,3,淡水站出口3,121.445573,25.167601,True,0,False
R22A,新北投,1,新北投站出口1,121.503524,25.136968,True,0,False
R22A,新北投,2,新北投站出口2,121.502455,25.136834,True,0,False
